City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
154,Petropavlovsk-Kamchatskiy,53.0452,158.6483,43.83,78,100,4.88,RU,2021-09-25 13:02:52
155,Tastur,36.5513,9.4431,105.94,12,66,6.11,TN,2021-09-25 13:04:55
156,Bengkulu,-3.8004,102.2655,79.07,84,100,0.81,ID,2021-09-25 13:00:58
157,Hilo,19.7297,-155.09,70.61,84,20,6.91,US,2021-09-25 13:04:55
158,Bredasdorp,-34.5322,20.0403,78.28,29,91,15.43,ZA,2021-09-25 13:04:56
159,Bambanglipuro,-7.95,110.2833,78.3,84,77,9.4,ID,2021-09-25 13:04:56
160,Malindi,-3.2175,40.1191,79.45,74,37,16.37,KE,2021-09-25 13:04:56
161,Half Moon Bay,37.4636,-122.4286,61.99,91,90,0.0,US,2021-09-25 13:00:12
162,Erzin,36.9559,36.2,88.32,23,0,4.25,TR,2021-09-25 13:04:57
163,Mogadishu,2.0371,45.3438,80.13,74,96,15.73,SO,2021-09-25 13:04:57
164,Dicabisagan,17.0818,122.4157,79.39,88,17,5.06,PH,2021-09-25 13:04:57
165,Loandjili,-4.7561,11.8578,79.54,76,100,9.01,CG,2021-09-25 13:04:58
166,Grosbous,49.8278,5.9672,73.22,65,5,5.23,LU,2021-09-25 13:04:58
167,Esperance,-33.8667,121.9,56.89,68,100,22.59,AU,2021-09-25 13:04:58
168,Micheweni,-4.9667,39.8333,80.08,70,30,13.47,TZ,2021-09-25 13:04:59
169,San Patricio,28.017,-97.5169,78.66,70,3,6.55,US,2021-09-25 13:04:59
170,Kuito,-12.3833,16.9333,88.2,12,7,8.55,AO,2021-09-25 13:02:15
171,Sisimiut,66.9395,-53.6735,30.6,70,10,6.51,GL,2021-09-25 13:05:00
172,Jamestown,42.097,-79.2353,56.71,91,100,1.01,US,2021-09-25 13:00:00
173,Virginia Beach,36.8529,-75.978,71.02,71,0,6.98,US,2021-09-25 13:01:40
174,Thinadhoo,0.5333,72.9333,83.66,75,96,13.47,MV,2021-09-25 13:05:00
175,Soure,-0.7167,-48.5233,84.11,66,94,10.0,BR,2021-09-25 13:05:00
176,Sur,22.5667,59.5289,90.12,55,58,1.88,OM,2021-09-25 13:05:01
177,Vila Velha,-20.3297,-40.2925,75.96,57,100,8.39,BR,2021-09-25 13:02:05
178,Butaritari,3.0707,172.7902,83.44,74,97,10.16,KI,2021-09-25 13:05:03
179,Oistins,13.0667,-59.5333,87.89,70,40,9.22,BB,2021-09-25 13:05:03
180,Aguimes,27.9054,-15.4461,76.66,62,20,17.27,ES,2021-09-25 13:05:03
181,Galateni,44.2167,25.35,82.65,28,0,5.3,RO,2021-09-25 13:05:04
182,Hofn,64.2539,-15.2082,41.76,57,100,14.79,IS,2021-09-25 13:05:04
183,Te Anau,-45.4167,167.7167,36.5,91,99,2.53,NZ,2021-09-25 13:05:05
184,Gorontalo,0.5412,123.0595,76.51,90,91,3.11,ID,2021-09-25 13:05:05
185,Chokurdakh,70.6333,147.9167,32.7,97,100,12.59,RU,2021-09-25 13:02:03
186,Peterhead,57.5058,-1.7981,70.45,90,100,14.23,GB,2021-09-25 13:05:06
187,Karwar,14.8,74.1333,78.93,85,95,7.94,IN,2021-09-25 13:05:06
188,Beeville,28.4008,-97.7483,71.29,100,1,5.75,US,2021-09-25 13:05:07
189,Nikolskoye,59.7035,30.7861,52.88,97,100,5.3,RU,2021-09-25 13:05:07
190,Wilkes-Barre,41.2459,-75.8813,62.49,86,1,0.0,US,2021-09-25 13:05:08
191,Bucerias,20.75,-105.3333,76.98,94,1,3.44,MX,2021-09-25 13:01:15
192,Shurugwi,-19.6702,30.0059,81.19,12,0,13.56,ZW,2021-09-25 13:05:08
193,Hobart,-42.8794,147.3294,42.66,77,0,6.91,AU,2021-09-25 13:00:13
194,Lorengau,-2.0226,147.2712,82.18,77,7,8.03,PG,2021-09-25 13:05:09
195,Luwuk,-0.9516,122.7875,76.86,89,99,3.58,ID,2021-09-25 13:05:09
196,Khatanga,71.9667,102.5,30.25,91,100,9.46,RU,2021-09-25 13:05:09
197,Jibuti,11.5,42.5,89.02,18,13,11.97,DJ,2021-09-25 13:05:10
198,Chernenko,44.365,39.3103,56.98,88,87,4.29,RU,2021-09-25 13:05:10
199,Andenes,69.3143,16.1194,50.07,71,75,9.22,NO,2021-09-25 13:05:10
200,Bandundu,-3.3167,17.3667,98.44,31,15,1.77,CD,2021-09-25 13:05:11
201,Leningradskiy,69.3833,178.4167,16.54,77,99,7.54,RU,2021-09-25 13:05:11
202,La Palma,33.8464,-118.0467,70.36,87,1,0.0,US,2021-09-25 13:05:12
203,Anisoc,1.8658,10.7689,79.79,75,95,1.41,GQ,2021-09-25 13:05:12
204,Sakaiminato,35.55,133.2333,71.04,80,100,10.07,JP,2021-09-25 13:05:13
205,Delijan,33.9905,50.6838,88.16,7,0,9.51,IR,2021-09-25 13:05:13
206,Biak,-0.9131,122.8766,75.97,85,97,3.89,ID,2021-09-25 13:05:13
207,Hoima,1.4356,31.3436,69.6,86,96,2.44,UG,2021-09-25 13:05:14
208,Bandrele,-12.9067,45.1914,82.15,65,0,8.05,YT,2021-09-25 13:05:14
209,Eydhafushi,5.1033,73.0708,82.69,80,100,18.7,MV,2021-09-25 13:05:14
210,Onega,63.9061,38.1404,47.08,88,100,10.51,RU,2021-09-25 13:05:15
211,Luganville,-15.5333,167.1667,75.9,90,72,8.01,VU,2021-09-25 13:01:17
212,Matam,15.6175,-13.3303,96.03,39,14,6.29,SN,2021-09-25 13:05:15
213,Balabac,7.9868,117.0645,82.71,74,100,4.34,PH,2021-09-25 13:05:16
214,Cap Malheureux,-19.9842,57.6142,74.46,62,2,11.01,MU,2021-09-25 13:05:16
215,Berlevag,70.8578,29.0864,49.05,77,99,9.84,NO,2021-09-25 13:05:16
216,Klaksvik,62.2266,-6.589,52.72,98,100,18.72,FO,2021-09-25 13:05:17
217,Pedernales,18.0384,-71.744,83.44,68,1,2.33,DO,2021-09-25 13:05:17
218,Manali,13.1667,80.2667,86.09,73,100,10.31,IN,2021-09-25 13:05:17
219,Igarka,67.4667,86.5833,33.87,73,0,7.56,RU,2021-09-25 13:05:18
220,North Platte,41.1239,-100.7654,48.38,84,1,0.0,US,2021-09-25 13:05:18
221,Den Helder,52.9599,4.7593,71.94,83,90,5.75,NL,2021-09-25 13:01:34
222,Ambon,-3.6954,128.1814,79.54,85,98,9.15,ID,2021-09-25 13:05:18
